Variable,Signal,Samples,Final,Minimum,Maximum
sil_ch01,Monitor CH1,1050910,0.300000011920929,0,0.300000011920929
sil_ch02,Monitor CH2,1050910,0.30278354883194,0,0.319017589092255
sil_ch03,Monitor CH3,1050910,0.100000001490116,0,0.100000001490116
sil_ch04,Monitor CH4,1050910,0.0915474593639374,0,0.111320145428181
sil_ch05,Monitor CH5,1050910,0.2155472189188,0,0.999855041503906
sil_ch06,Monitor CH6,1050910,0.014104513451457,0,0.0141097223386168
sil_ch07,Monitor CH7,1050910,0.268181443214417,0,0.318289279937744
sil_ch08,Monitor CH8,1050910,0.254076927900314,0,0.306107401847839
sil_ch09,Monitor CH9,1050910,0.0797402933239937,0,0.327334970235825
sil_ch10,Monitor CH10,1050910,0.0537542477250099,0,0.109111659228802
sil_ch11,Monitor CH11,1050910,0,0,0
sil_ch12,Monitor CH12,1050910,0,0,0
sil_ch13,Monitor CH13,1050910,-0.0243770368397236,-0.32346647977829,0.324555277824402
sil_ch14,Monitor CH14,1050910,0.315380036830902,-0.321386575698853,0.320394307374954
sil_ch15,Monitor CH15,1050910,-0.0105018615722656,-0.0296792201697826,0.098321795463562
sil_ch16,Monitor CH16,1050910,0.0245166458189487,-0.0292617864906788,0.0384884662926197
sil_rotor_angle_rad,Mechanical.Rotor angle thetam (rad),600001,0.339974187875986,-2.83153685478932e-29,0.339974187875986
sil_stator_iq_a,Stator measurements.Stator current  is_q (A),600001,-0.254688738837868,-3.26257354584062,3.27233499411048
sil_stator_id_a,Stator measurements.Stator current is_d (A),600001,-3.14957459288946,-3.22559593873294,3.23770227070674
sil_rotor_speed_rad_s,Mechanical.Rotor speed (wm),600001,2.26750137802007,-8.25747518299735e-25,2.26750137802007
sil_torque_nm,Mechanical.Electromagnetic torque Te (N*m),600001,0.00698990651243444,-2.16781403503893e-12,0.0086440563597217
sil_rotor_flux_q_vs,Rotor measurements.Rotor flux phir_q (V s),600001,0.000763820084531036,-0.00360396235414942,0.00361783643009305
sil_rotor_flux_d_vs,Rotor measurements.Rotor flux phir_d (V s),600001,-0.00351441080094061,-0.00358638446266837,0.00358761125868753
sil_stator_vq_v,Stator measurements.Stator voltage vs_q (V),600001,0.0254687530508266,-31.9745396342498,32.2193059986363
sil_stator_vd_v,Stator measurements.Stator voltage vs_d (V),600001,0.314955752730839,-27.8720923342173,28.0829245770959
