Variable,Signal,Samples,Final,Minimum,Maximum
sil_ch01,Monitor CH1,289660,0.300000011920929,0,0.300000011920929
sil_ch02,Monitor CH2,289660,0.299577474594116,0,0.310366809368134
sil_ch03,Monitor CH3,289660,0.100000001490116,0,0.100000001490116
sil_ch04,Monitor CH4,289660,0.102913126349449,0,0.106056854128838
sil_ch05,Monitor CH5,289660,0.224925562739372,0,0.224925562739372
sil_ch06,Monitor CH6,289660,0.000787444645538926,-0.000306796166114509,0.000866578833665699
sil_ch07,Monitor CH7,289660,0,0,0
sil_ch08,Monitor CH8,289660,0,0,0
sil_ch09,Monitor CH9,289660,0.0852176621556282,0,0.327334970235825
sil_ch10,Monitor CH10,289660,0.0391245186328888,0,0.109111659228802
sil_ch11,Monitor CH11,289660,0,0,0
sil_ch12,Monitor CH12,289660,0,0,0
sil_ch13,Monitor CH13,289660,-0.0546359345316887,-0.0553420893847942,0.303345203399658
sil_ch14,Monitor CH14,289660,0.312013953924179,0,0.319060415029526
sil_ch15,Monitor CH15,289660,-0.0065446300432086,-0.00669686030596495,0.0946689695119858
sil_ch16,Monitor CH16,289660,0.0239894073456526,0,0.0337433256208897
sil_rotor_angle_rad,Mechanical.Rotor angle thetam (rad),150001,0.00626249043265659,-1.0371000182315e-06,0.00626249043265659
sil_stator_iq_a,Stator measurements.Stator current  is_q (A),150001,-0.501513720739559,-0.563155025746434,3.06282363492093
sil_stator_id_a,Stator measurements.Stator current is_d (A),150001,-3.1063969840991,-3.21858292684374,0
sil_rotor_speed_rad_s,Mechanical.Rotor speed (wm),150001,0.128996709241932,-0.000188690942240677,0.128996709241932
sil_torque_nm,Mechanical.Electromagnetic torque Te (N*m),150001,0.00167804723324798,-0.000332372095947635,0.00240907455515694
sil_rotor_flux_q_vs,Rotor measurements.Rotor flux phir_q (V s),150001,-0.000351393773397975,-0.000351393773397975,0.00355072288633774
sil_rotor_flux_d_vs,Rotor measurements.Rotor flux phir_d (V s),150001,-0.00375658665652191,-0.00377845123776374,0
sil_stator_vq_v,Stator measurements.Stator voltage vs_q (V),150001,0.0501519177635296,-16.2761239373822,31.9987453738527
sil_stator_vd_v,Stator measurements.Stator voltage vs_d (V),150001,0.310639484164818,-27.880651891232,0.381881781550924
